"Species","SpecCode","Suporder","Order","Family","Maximum_body_length","Body_elongation","Vertical_eye_position","Relative_eye_size","Oral_gape_position","Relative_maxillary_length"
"Platystacus_cotylephorus",12149,"Teleostei","Siluriformes","Aspredinidae",32,12.57018863,0.660275138,0.260336134,0.263990923,"NA"
"Platystomatichthys_sturio",13267,"Teleostei","Siluriformes","Pimelodidae",40,7.491024426,0.730443251,0.235457627,0.32121236,0.742864407
"Plectrochilus_diabolicus",58382,"Teleostei","Siluriformes","Trichomycteridae",6.3,6.812329228,0.511709491,0.22116162,0.218433505,"NA"
"Plesiolebias_lacerdai",49624,"Teleostei","Cyprinodontiformes","Rivulidae",2.5,4.2728125,0.453210227,0.686628304,0.552556818,0.362479274
"Poecilia_caucana",47220,"Teleostei","Cyprinodontiformes","Poeciliidae",6,3.430975448,0.418381905,0.635714286,0.493832925,0.271698413
"Poecilia_gillii",49039,"Teleostei","Cyprinodontiformes","Poeciliidae",10,3.40702034,0.564348942,0.67334801,0.611535493,0.307690437
"Poecilia_parae",47226,"Teleostei","Cyprinodontiformes","Poeciliidae",5,4.118757013,0.616770135,0.554681257,0.742527175,0.320717054
"Poecilia_reticulata",3228,"Teleostei","Cyprinodontiformes","Poeciliidae",6,3.86705408,0.659657349,0.584171753,0.807199679,0.36811734
"Poecilia_sphenops",4680,"Teleostei","Cyprinodontiformes","Poeciliidae",10,3.494022825,0.390892414,0.537361213,0.449051671,0.258484013
"Poecilia_vivipara",23359,"Teleostei","Cyprinodontiformes","Poeciliidae",7.8,3.304786676,0.591283787,0.541544375,0.669540544,0.25073702
"Poecilocharax_weitzmani",12395,"Teleostei","Characiformes","Crenuchidae",4,3.433610553,0.466249157,0.514083333,0.370108279,0.427861111
"Pogonopoma_obscurum",59742,"Teleostei","Siluriformes","Loricariidae",25,4.000170719,0.484732824,0.254395688,0,0
"Pogonopoma_parahybae",48866,"Teleostei","Siluriformes","Loricariidae",26.3,5.384045041,0.624261629,0.213017751,0,0
"Polycentrus_schomburgkii",11133,"Teleostei","Perciformes","Nandidae",6,2.230321117,0.611698428,0.325974106,0.463444838,0.599159091
"Poptella_brevispina",27921,"Teleostei","Characiformes","Characidae",8.82,1.664418611,0.532753463,0.510847919,0.592792263,0.408723311
"Poptella_compressa",51977,"Teleostei","Characiformes","Characidae",10.2,1.661202108,0.545619421,0.446936364,0.588649713,0.325881818
"Poptella_longipinnis",51979,"Teleostei","Characiformes","Characidae",7,1.648152618,0.565879355,0.481695507,0.61124709,0.458745213
"Porotergus_gimbeli",48024,"Teleostei","Gymnotiformes","Apteronotidae",24,8.237409397,0.587720645,0.15161235,0.468900827,0.574614065
"Porotergus_gymnotus",28043,"Teleostei","Gymnotiformes","Apteronotidae",85,7.807904401,0.609805815,0.095005236,0.278653174,0.723906314
"Potamobatrachus_trispinosus",53585,"Teleostei","Batrachoidiformes","Batrachoididae",5,3.705043187,0.524654581,0.303748339,0.359444935,0.853158262
"Potamoglanis_johnsoni",48699,"Teleostei","Siluriformes","Trichomycteridae",2,5.637347054,0.624455019,0.164400333,0.389925461,"NA"
"Potamorhina_altamazonica",25648,"Teleostei","Characiformes","Curimatidae",27,2.695227204,0.466065508,0.377292849,0.540088693,0.402072809
"Potamorhina_latior",25649,"Teleostei","Characiformes","Curimatidae",24,2.784209366,0.48004775,0.397623348,0.508932966,0.410404099
"Potamorhina_squamoralevis",53101,"Teleostei","Characiformes","Curimatidae",23.4,2.652204244,0.459238771,0.49165523,0.5055763,0.37934394
"Potamorrhaphis_eigenmanni",17124,"Teleostei","Beloniformes","Belonidae",23,21.97898748,0.599874956,0.671712769,0.581718177,6.21290485
"Potamorrhaphis_guianensis",17121,"Teleostei","Beloniformes","Belonidae",29.1,20.3672455,0.561350964,0.666821287,0.727672455,7.060344101
"Potamorrhaphis_petersi",17117,"Teleostei","Beloniformes","Belonidae",25,19.85150084,0.620567254,0.682630435,0.689457904,6.302478261
"Priocharax_ariel",51893,"Teleostei","Characiformes","Characidae",2,4.441258111,0.468997716,0.4854847,0.323747031,0.272679265
"Priocharax_pygmaeus",51894,"Teleostei","Characiformes","Characidae",2,4.476160845,0.524949126,0.52408782,0.399816687,0.165594792
"Prionobrama_filigera",12396,"Teleostei","Characiformes","Characidae",6,3.812930813,0.587981313,0.47379937,0.686697811,0.469089561
"Prionobrama_paraguayensis",58049,"Teleostei","Characiformes","Characidae",5,3.770429246,0.544167712,0.44141464,0.667472715,0.338401993
"Pristella_maxillaris",10697,"Teleostei","Characiformes","Characidae",4.5,2.655762345,0.447857221,0.488877099,0.473781971,0.264913818
"Pristigaster_cayana",1657,"Teleostei","Clupeiformes","Pristigasteridae",14.5,1.873821479,0.782636708,0.202763413,0.849213747,0.258814195
"Pristigaster_whiteheadi",61554,"Teleostei","Clupeiformes","Pristigasteridae","NA",1.917514482,0.764288656,0.296872414,0.792888588,0.38282069
"Pristobrycon_calmoni",25617,"Teleostei","Characiformes","Characidae",15,1.442055778,0.545504054,0.401930126,0.503882769,0.382594118
"Pristobrycon_careospinus",51983,"Teleostei","Characiformes","Characidae",11.05,1.677248468,0.487205958,0.286816149,0.46371368,0.369982223
"Pristobrycon_maculipinnis",51985,"Teleostei","Characiformes","Characidae",25,1.952676509,0.516340686,0.338114408,0.509873975,0.343413941
"Pristobrycon_striolatus",28032,"Teleostei","Characiformes","Characidae",20.1,1.717624925,0.557589242,0.282859377,0.466812685,0.262998477
"Probolodus_heterostomus",53476,"Teleostei","Characiformes","Characidae",10,2.437044779,0.520691119,0.342103543,0.530233748,0.354370942
"Prochilodus_argenteus",51249,"Teleostei","Characiformes","Prochilodontidae",44,2.597065665,0.407984537,0.409520139,0.341609223,0.295276065
"Prochilodus_brevis",51245,"Teleostei","Characiformes","Prochilodontidae",32.8,2.91121244,0.413530125,0.453716476,0.373345066,0.323350522
"Prochilodus_britskii",50339,"Teleostei","Characiformes","Prochilodontidae",24,3.449297955,0.454672282,0.327994472,0.391527905,0.360254533
"Prochilodus_costatus",53128,"Teleostei","Characiformes","Prochilodontidae",42,3.075701504,0.414778641,0.392786161,0.292613308,0.288762115
"Prochilodus_lineatus",13056,"Teleostei","Characiformes","Prochilodontidae",80,2.828849779,0.426769483,0.298327306,0.327516028,0.345203998
"Prochilodus_magdalenae",26150,"Teleostei","Characiformes","Prochilodontidae",36,3.028681283,0.464609966,0.361856843,0.434112873,0.376331116
"Prochilodus_mariae",51243,"Teleostei","Characiformes","Prochilodontidae",37,2.60569134,0.504146808,0.356122646,0.446053965,0.30116714
"Prochilodus_nigricans",11894,"Teleostei","Characiformes","Prochilodontidae",45,2.650627381,0.487922732,0.426294766,0.420101014,0.301380829
"Prochilodus_reticulatus",5491,"Teleostei","Characiformes","Prochilodontidae",28,2.781155634,0.525568595,0.515862781,0.43845675,0.224529275
"Prochilodus_rubrotaeniatus",25670,"Teleostei","Characiformes","Prochilodontidae",32,2.592317634,0.46801686,0.441734793,0.475698527,0.381038925
"Prochilodus_vimboides",51246,"Teleostei","Characiformes","Prochilodontidae",46.5,2.620394709,0.452226509,0.379846277,0.363918684,0.364314234
"Prodontocharax_alleni",51175,"Teleostei","Characiformes","Characidae",4.44,3.592168067,0.453781513,0.456140351,0.302521008,0.332877193
"Prodontocharax_howesi",53346,"Teleostei","Characiformes","Characidae",4.17,3.597306454,0.629795818,0.435385422,0.559980862,0.258064901
"Prodontocharax_melanotus",51185,"Teleostei","Characiformes","Characidae",5,3.084452338,0.423504884,0.506743181,0.314196363,0.37163383
"Proloricaria_prolixa",50636,"Teleostei","Siluriformes","Loricariidae",46.2,8.383807605,0.661658269,0.164626144,0,0
"Propimelodus_eigenmanni",58420,"Teleostei","Siluriformes","Pimelodidae",24,5.322367732,0.621148113,0.220568734,0.429562244,0.328141935
"Protocheirodon_pi",58034,"Teleostei","Characiformes","Characidae",3.1,2.811647833,0.479767374,0.634951032,0.531040192,0.490929717
"Psectrogaster_amazonica",25651,"Teleostei","Characiformes","Curimatidae",19,2.346568823,0.515605742,0.47752381,0.572482318,0.290630952
"Psectrogaster_ciliata",56443,"Teleostei","Characiformes","Curimatidae",13,2.643985017,0.477574842,0.355513158,0.482302041,0.323644737
"Psectrogaster_curviventris",53109,"Teleostei","Characiformes","Curimatidae",17.1,2.098379993,0.519819927,0.599251969,0.513018494,0.316724409
"Psectrogaster_essequibensis",51317,"Teleostei","Characiformes","Curimatidae",17,2.780919961,0.499892857,0.486764638,0.563854212,0.322226601
"Psectrogaster_rutiloides",25652,"Teleostei","Characiformes","Curimatidae",17.8,2.833613582,0.486574233,0.44,0.54290718,0.348973333
"Psellogrammus_kennedyi",53347,"Teleostei","Characiformes","Characidae",7,2.339527842,0.513380245,0.477446599,0.566381335,0.330507922
"Pseudacanthicus_leopardus",48238,"Teleostei","Siluriformes","Loricariidae",15,5.091662651,0.77081407,0.211453577,0,0
"Pseudacanthicus_serratus",48239,"Teleostei","Siluriformes","Loricariidae",32,4.81948197,0.845875616,0.193331354,0,0
"Pseudacanthicus_spinosus",50330,"Teleostei","Siluriformes","Loricariidae",26,4.312820272,0.664166979,0.181818182,0,0
"Pseudancistrus_barbatus",47518,"Teleostei","Siluriformes","Loricariidae",20,5.369166667,0.726119048,0.271987269,0,0
"Pseudancistrus_guentheri",48121,"Teleostei","Siluriformes","Loricariidae",12,5.754626926,0.701947244,0.24984554,0,0
"Pseudancistrus_nigrescens",48123,"Teleostei","Siluriformes","Loricariidae",18.2,5.018908879,0.679415888,0.207924817,0,0
"Pseudanos_trimaculatus",12334,"Teleostei","Characiformes","Anostomidae",18.8,3.755425429,0.360638878,0.504878309,0.47098917,0.277743382
"Pseudauchenipterus_nodosus",963,"Teleostei","Siluriformes","Auchenipteridae",22,4.363170451,0.509873643,0.365079365,0.450604574,0.433253968
"Pseudobunocephalus_amazonicus",53749,"Teleostei","Siluriformes","Auchenipteridae",4.5,7.425944444,0.537037037,0.21875,0.296296296,"NA"
"Pseudobunocephalus_bifidus",48634,"Teleostei","Siluriformes","Aspredinidae",4.3,7.701827576,0.718899925,0.252970239,0.399338928,0.595459358
"Pseudobunocephalus_iheringii",23458,"Teleostei","Siluriformes","Aspredinidae",6.3,7.815762783,0.681388342,0.287403245,0.505364636,0.345418604
"Pseudobunocephalus_rugosus",58092,"Teleostei","Siluriformes","Aspredinidae",3,7.664741659,0.745856646,0.289543507,0.478951074,"NA"
"Pseudochalceus_kyburzi",53478,"Teleostei","Characiformes","Characidae",8,2.848842401,0.521865765,0.507459269,0.469322023,0.422404227
"Pseudochalceus_lineatus",53477,"Teleostei","Characiformes","Characidae",8,2.712994165,0.625171492,0.42716373,0.555689728,0.707101597
"Pseudocorynopoma_doriae",12398,"Teleostei","Characiformes","Characidae",6.3,2.829140239,0.71610341,0.335501492,0.783919081,0.368649087
"Pseudocorynopoma_heterandria",56441,"Teleostei","Characiformes","Characidae",6,2.647474048,0.670067492,0.36049974,0.75612201,0.29774076
"Pseudocurimata_boehlkei",27286,"Teleostei","Characiformes","Curimatidae",11,3.725318946,0.43994873,0.457463099,0.340115655,0.3286098
"Pseudocurimata_boulengeri",27284,"Teleostei","Characiformes","Curimatidae",15,2.745793737,0.552136264,0.608978632,0.496971966,0.294059988
"Pseudocurimata_troschelii",27285,"Teleostei","Characiformes","Curimatidae",16,3.093510206,0.401827466,0.450460829,0.305729391,0.368790042
"Pseudohemiodon_apithanos",50648,"Teleostei","Siluriformes","Loricariidae",14.5,10.26739448,0.722263189,0.308340406,0,0
"Pseudohemiodon_lamina",50651,"Teleostei","Siluriformes","Loricariidae",16,14.13796956,0.668951677,0.164948454,0,2.731948454
"Pseudohemiodon_laticeps",50652,"Teleostei","Siluriformes","Loricariidae",30,11.00549261,0.56968824,0.295641269,0,0
"Pseudohemiodon_thorectes",50654,"Teleostei","Siluriformes","Loricariidae",12,11.48180128,0.600378205,0.2922344,0,0
"Pseudolithoxus_anthrax",57745,"Teleostei","Siluriformes","Loricariidae",12.4,5.667333333,0.598869565,0.378808511,0,0
"Pseudolithoxus_dumus",57746,"Teleostei","Siluriformes","Loricariidae",10.1,5.697277101,0.744499844,0.393805472,0,0
"Pseudolithoxus_tigris",57748,"Teleostei","Siluriformes","Loricariidae",9.4,6.061964093,0.739973794,0.367924396,0,0
"Pseudoloricaria_laeviuscula",50664,"Teleostei","Siluriformes","Loricariidae",30.5,10.56616382,0.751694529,0.27284803,0,0
"Pseudophallus_mindii",57228,"Teleostei","Syngnathiformes","Syngnathidae",16,30.24261753,0.707095047,0.489429108,0.553161666,0.290113418
"Pseudopimelodus_bufonius",58258,"Teleostei","Siluriformes","Pseudopimelodidae",24.5,4.978157044,0.548036421,0.2289,0.186827214,"NA"
"Pseudopimelodus_mangurus",58260,"Teleostei","Siluriformes","Pseudopimelodidae",69,4.06063606,0.768032171,0.107306053,0.585043616,0.324119535
"Pseudoplatystoma_corruscans",8674,"Teleostei","Siluriformes","Pimelodidae",166,5.702070183,0.557016508,0.204420998,0.299215207,0.711140705
"Pseudoplatystoma_fasciatum",6410,"Teleostei","Siluriformes","Pimelodidae",104.5,4.856870268,0.501100454,0.130019881,0.367905098,0.620488832
"Pseudoplatystoma_reticulatum",66249,"Teleostei","Siluriformes","Pimelodidae",60.5,5.417790179,0.482142857,0.098484848,0.151785714,0.652613636
"Pseudoplatystoma_tigrinum",8695,"Teleostei","Siluriformes","Pimelodidae",130,5.786682967,0.438020641,0.237967129,0.261304836,0.691459097
"Pseudorinelepis_genibarbis",48835,"Teleostei","Siluriformes","Loricariidae",36,4.153119254,0.442462693,0.280053976,0,0
"Pseudostegophilus_haemomyzon",48769,"Teleostei","Siluriformes","Trichomycteridae",6,7.314495798,0.492831678,0.330964571,0.168073593,0.338661157
"Pseudostegophilus_nemurus",48766,"Teleostei","Siluriformes","Trichomycteridae",15,7.469259327,0.459080432,0.485879983,0.235471105,"NA"
"Pseudotatia_parva",47671,"Teleostei","Siluriformes","Auchenipteridae",4.6,3.759959781,0.46169349,0.519433246,0.395183969,0.309333522
"Pseudotocinclus_tietensis",27764,"Teleostei","Siluriformes","Loricariidae",6.23,5.605470887,0.569460727,0.222212363,0,0
"Pseudotylosurus_angusticeps",51372,"Teleostei","Beloniformes","Belonidae",30,16.66021828,0.47478854,0.592779503,0.464638472,6.90899512
"Pterengraulis_atherinoides",550,"Teleostei","Clupeiformes","Engraulidae",30,3.678849809,0.405165048,0.545102456,0.299754128,1.482887436
"Pterobunocephalus_depressus",48631,"Teleostei","Siluriformes","Aspredinidae",9,10.06144384,0.790849983,0.115775312,0.676470588,0.548253968
"Pterodoras_granulosus",12109,"Teleostei","Siluriformes","Doradidae",70,3.932265822,0.570973785,0.194019218,0.426367871,0.411622763
"Pterodoras_rivasi",47648,"Teleostei","Siluriformes","Doradidae",55,3.537766175,0.564601204,0.300239608,0.311826238,"NA"
"Pterolebias_longipinnis",10972,"Teleostei","Cyprinodontiformes","Rivulidae",12,4.010194388,0.53743423,0.585421551,0.626461561,0.265566483
"Pterolebias_phasianus",49580,"Teleostei","Cyprinodontiformes","Rivulidae",7,5.308848425,0.503406416,0.586437738,0.564556753,0.33513701
"Pterophyllum_altum",47075,"Teleostei","Perciformes","Cichlidae",18,1.122854363,0.452055271,0.317852075,0.434945543,0.310355141
"Pterophyllum_leopoldi",47076,"Teleostei","Perciformes","Cichlidae",5,1.126375394,0.570708127,0.257634647,0.588950196,0.20875681
"Pterophyllum_scalare",4717,"Teleostei","Perciformes","Cichlidae",8,1.272908407,0.624271628,0.266762209,0.606924875,0.266762209
"Pterosturisoma_microps",50515,"Teleostei","Siluriformes","Loricariidae",16.1,6.558618673,0.569384491,0.169091253,0,0
"Pterygoplichthys_ambrosettii",66221,"Teleostei","Siluriformes","Loricariidae","NA",4.283524904,0.632183908,0.144444444,0,0
"Pterygoplichthys_disjunctivus",51938,"Teleostei","Siluriformes","Loricariidae",70,5.280051038,0.50751176,0.242555556,0,0
"Pterygoplichthys_etentaculatus",48963,"Teleostei","Siluriformes","Loricariidae",30,4.464805453,0.575131054,0.28640287,0,0
"Pterygoplichthys_gibbiceps",12219,"Teleostei","Siluriformes","Loricariidae",50,4.404276689,0.519607558,0.23502724,0,0
"Pterygoplichthys_joselimaianus",51927,"Teleostei","Siluriformes","Loricariidae",39.5,4.136360897,0.534079463,0.268206624,0,0
"Pterygoplichthys_lituratus",51925,"Teleostei","Siluriformes","Loricariidae",37,4.345002619,0.498347698,0.329023244,0,0
"Pterygoplichthys_multiradiatus",4793,"Teleostei","Siluriformes","Loricariidae",50,4.379115385,0.492253846,0.240454013,0,0
"Pterygoplichthys_pardalis",25741,"Teleostei","Siluriformes","Loricariidae",49,4.92082,0.44376,0.209494129,0,0
"Pterygoplichthys_punctatus",11284,"Teleostei","Siluriformes","Loricariidae",28.5,4.402948464,0.452738097,0.203230078,0,0
"Pterygoplichthys_scrophus",53568,"Teleostei","Siluriformes","Loricariidae",28,4.342952471,0.53826068,0.276323892,0,0
"Pterygoplichthys_undecimalis",49338,"Teleostei","Siluriformes","Loricariidae",50,4.976769031,0.639142821,0.202600934,0,0
"Pterygoplichthys_xinguensis",51928,"Teleostei","Siluriformes","Loricariidae",37.5,3.898215206,0.498279639,0.277609547,0,0
"Pygidianops_eigenmanni",48802,"Teleostei","Siluriformes","Trichomycteridae",2.3,7.469196294,"NA","NA","NA","NA"
"Pygocentrus_cariba",8700,"Teleostei","Characiformes","Characidae",28,2.022940833,0.518311355,0.300008332,0.480170622,0.322466324
"Pygocentrus_nattereri",4501,"Teleostei","Characiformes","Characidae",50,1.779416549,0.566703928,0.325435791,0.50571021,0.299869375
"Pygocentrus_piraya",8696,"Teleostei","Characiformes","Characidae",34,1.946918719,0.509259928,0.27411137,0.459917412,0.4159516
"Pygopristis_denticulata",11962,"Teleostei","Characiformes","Characidae",21.5,1.829760885,0.437489873,0.272953431,0.396206106,0.197843137
"Pyrrhulina_australis",51228,"Teleostei","Characiformes","Lebiasinidae",5,3.922728846,0.596521461,0.669305159,0.681710392,0.290126336
"Pyrrhulina_beni",51229,"Teleostei","Characiformes","Lebiasinidae",5,4.09982721,0.630456753,0.649814948,0.698749715,0.551246687
"Pyrrhulina_brevis",51230,"Teleostei","Characiformes","Lebiasinidae",7,4.405259255,0.467521432,0.596096356,0.578054508,0.466473805
"Pyrrhulina_eleanorae",51231,"Teleostei","Characiformes","Lebiasinidae",8,4.526245679,0.713840168,0.5,0.815735778,0.302892074
"Pyrrhulina_elongata",58007,"Teleostei","Characiformes","Lebiasinidae",4,4.780428043,0.603432074,0.588207018,0.57564527,0.2004166
"Pyrrhulina_filamentosa",26525,"Teleostei","Characiformes","Lebiasinidae",11.1,4.915055873,0.727576656,0.713007181,0.772404373,0.318765709
"Pyrrhulina_laeta",10765,"Teleostei","Characiformes","Lebiasinidae",8,4.027737035,0.586093725,0.619115254,0.696112458,0.35969818
"Pyrrhulina_lugubris",53730,"Teleostei","Characiformes","Lebiasinidae",5,3.515207569,0.578975914,0.562463064,0.684236425,0.600853461
"Pyrrhulina_obermulleri",51232,"Teleostei","Characiformes","Lebiasinidae",6,3.865644269,0.577671937,0.572043279,0.70186166,0.720208073
"Pyrrhulina_semifasciata",28254,"Teleostei","Characiformes","Lebiasinidae",7,4.488490766,0.585785397,0.577131715,0.709691909,0.570044747
"Pyrrhulina_spilota",51233,"Teleostei","Characiformes","Lebiasinidae",7,3.879221993,0.500186457,0.51409224,0.436610925,0.572298987
"Pyrrhulina_stoli",57032,"Teleostei","Characiformes","Lebiasinidae",6,4.607882469,0.672303635,0.673830794,0.590925131,0.6968193
"Pyrrhulina_vittata",11925,"Teleostei","Characiformes","Lebiasinidae",4,3.599155404,0.626261486,0.584513797,0.718903718,0.51132507
"Pyrrhulina_zigzag",53716,"Teleostei","Characiformes","Lebiasinidae",4,4.119107999,0.612786196,0.631775176,0.752253919,0.476146568
"Pyxiloricaria_menezesi",50656,"Teleostei","Siluriformes","Loricariidae",14,9.406907807,0.630209166,0.367355669,0,0
"Racenisia_fimbriipinna",47940,"Teleostei","Gymnotiformes","Hypopomidae",12,11.09137196,0.643516942,0.123867586,0.433866809,0.3435153
"Rachovia_brevis",49660,"Teleostei","Cyprinodontiformes","Rivulidae",6,3.602450044,0.43965718,0.536573781,0.515883367,0.408147109
"Rachovia_hummelincki",49661,"Teleostei","Cyprinodontiformes","Rivulidae",5,4.209902915,0.4946469,0.38353591,0.597219202,0.216001954
"Rachovia_maculipinnis",49662,"Teleostei","Cyprinodontiformes","Rivulidae",6,3.494484562,0.538887872,0.414796667,0.645333132,0.298461346
"Ramnogaster_melanostoma",1525,"Teleostei","Clupeiformes","Clupeidae",10,3.267586503,0.649513869,0.458856169,0.608843294,0.654386187
"Reganella_depressa",50662,"Teleostei","Siluriformes","Loricariidae",11.3,9.345196078,0.709568627,0.327964275,0,0
"Renova_oscari",49664,"Teleostei","Cyprinodontiformes","Rivulidae",5,3.916885537,0.564367622,0.495756279,0.533890998,0.274392768
"Retroculus_lapidifer",47077,"Teleostei","Perciformes","Cichlidae",20.3,3.053125599,0.624103547,0.278424231,0.136941515,0.395347984
"Retroculus_septentrionalis",47078,"Teleostei","Perciformes","Cichlidae",19,3.181472741,0.692889632,0.265823505,0.346963537,0.527916901
"Retroculus_xinguensis",47079,"Teleostei","Perciformes","Cichlidae",31,3.419869942,0.661738921,0.403965484,0.212808285,0.464984139
"Rhabdolichops_caviceps",47994,"Teleostei","Gymnotiformes","Sternopygidae",31,10.4467514,0.54037557,0.222395694,0.509902781,0.456110438
"Rhabdolichops_eastwardi",47998,"Teleostei","Gymnotiformes","Sternopygidae",28,9.737375395,0.653918962,0.169013094,0.565932443,0.370630108
"Rhabdolichops_electrogrammus",47995,"Teleostei","Gymnotiformes","Sternopygidae",29.2,9.016676177,0.602123138,0.225990355,0.574565632,0.493313028
"Rhabdolichops_jegui",57982,"Teleostei","Gymnotiformes","Sternopygidae",32,7.065356717,0.528821702,0.274212637,0.399215532,0.897391059
"Rhabdolichops_lundbergi",62855,"Teleostei","Gymnotiformes","Sternopygidae",24.1,8.790867656,0.49133673,0.313432836,0.416192439,0.212537313
"Rhabdolichops_stewarti",47999,"Teleostei","Gymnotiformes","Sternopygidae",21,"NA",0.650461494,0.200980232,0.638225503,0.184853128
"Rhabdolichops_troscheli",48000,"Teleostei","Gymnotiformes","Sternopygidae",49,12.98403679,0.653994624,0.216490826,0.541080096,0.299197248
"Rhabdolichops_zareti",47996,"Teleostei","Gymnotiformes","Sternopygidae",22.5,10.26027724,0.542824854,0.203398258,0.510310935,0.362718606
"Rhadinoloricaria_bahuaja",54562,"Teleostei","Siluriformes","Loricariidae",16.4,10.29728226,0.782258065,0.176470588,0,0
"Rhadinoloricaria_rhami",50642,"Teleostei","Siluriformes","Loricariidae",13,11.81081081,0.677412162,0.339612069,0,0
"Rhamdella_aymarae",57675,"Teleostei","Siluriformes","Heptapteridae",19,6.218942661,0.560940956,0.270999079,0.288081148,0.239929654
"Rhamdella_longiuscula",53249,"Teleostei","Siluriformes","Heptapteridae",22,5.758781609,0.431034483,0.59149098,0.15541092,0.39833162
"Rhamdia_foina",47831,"Teleostei","Siluriformes","Heptapteridae",16.5,6.976424257,0.665136638,0.417295592,0.310276469,0.190103226
"Rhamdia_muelleri",53215,"Teleostei","Siluriformes","Heptapteridae",20.8,4.677162938,0.70601861,0.383306864,0.495248466,0.204993824
"Rhamdia_poeyi",48457,"Teleostei","Siluriformes","Heptapteridae",19.7,5.719396833,0.761604991,0.330890816,0.314083651,0.281765518
"Rhamdia_quelen",23351,"Teleostei","Siluriformes","Heptapteridae",47.4,4.453269619,0.595465505,0.262375713,0.349994274,0.275896287
"Rhamphichthys_drepanium",57019,"Teleostei","Gymnotiformes","Rhamphichthyidae",45,9.495025763,0.520253842,0.143260601,0.152115723,0.132256647
"Rhamphichthys_hahni",48033,"Teleostei","Gymnotiformes","Rhamphichthyidae",27,9.101963491,0.614852134,0.161348803,0.320404431,0.893824027
"Rhamphichthys_rostratus",28040,"Teleostei","Gymnotiformes","Rhamphichthyidae",100,8.498785156,0.458453125,0.141863279,0.140722656,0.23091133
"Rhaphiodon_vulpinus",8697,"Teleostei","Characiformes","Cynodontidae",80,5.364528172,0.713033317,0.337631262,0.863975115,0.875671259
"Rhinelepis_aspera",48588,"Teleostei","Siluriformes","Loricariidae",49,4.090058764,0.607795906,0.151927985,0,0
"Rhinelepis_strigosa",48833,"Teleostei","Siluriformes","Loricariidae",40,4.130075468,0.587133255,0.164868413,0,0
"Rhinobrycon_negrensis",51363,"Teleostei","Characiformes","Characidae",4,3.620562454,0.658237343,0.560736358,0.479041411,0.2434293
"Rhinodoras_boehlkei",57802,"Teleostei","Siluriformes","Doradidae",17,4.471801449,0.625868025,0.177873921,0.223982345,"NA"
"Rhinodoras_dorbignyi",47624,"Teleostei","Siluriformes","Doradidae",50,4.089613542,0.521251924,0.188224764,0.062368598,"NA"
"Rhinopetitia_myersi",51366,"Teleostei","Characiformes","Characidae",3.04,3.758216321,0.563827525,0.686941183,0.387630675,0.482188761
"Rhinosardinia_amazonica",1526,"Teleostei","Clupeiformes","Clupeidae",11,3.326444076,0.633923806,0.399081081,0.675544476,0.559932432
"Rhinosardinia_bahiensis",1527,"Teleostei","Clupeiformes","Clupeidae",8,3.205717083,0.600132989,0.462318564,0.577554018,0.589283356
"Rhizosomichthys_totae",48748,"Teleostei","Siluriformes","Trichomycteridae",14,4.5200252,0.396862347,0.190317536,0.194758799,0.448986877
"Rhoadsia_altipinna",48115,"Teleostei","Characiformes","Characidae",17,2.6087052,0.470215143,0.380987863,0.403811997,0.500437044
"Rhoadsia_minor",53482,"Teleostei","Characiformes","Characidae",10.4,2.868115855,0.525081563,0.336486364,0.417044511,0.654609091
"Rhynchodoras_woodsi",47649,"Teleostei","Siluriformes","Doradidae",10.5,4.58884061,0.728762571,0.101546099,0.202109772,"NA"
"Rhynchodoras_xingui",47650,"Teleostei","Siluriformes","Doradidae",6.3,4.204933882,0.578997721,0.199674093,0.097743993,"NA"
"Rhytiodus_argenteofuscus",25653,"Teleostei","Characiformes","Anostomidae",32,5.461042901,0.290454601,0.635511843,0.243968627,0.261188384
"Rhytiodus_microlepis",51334,"Teleostei","Characiformes","Anostomidae",33.2,4.92860318,0.417570673,0.450793974,0.501820624,0.454668264
"Ricola_macrops",50624,"Teleostei","Siluriformes","Loricariidae",21,9.944724333,0.555273843,0.384307711,0,0
"Rineloricaria_aequalicuspis",58542,"Teleostei","Siluriformes","Loricariidae",16.08,"NA","NA","NA","NA","NA"
"Rineloricaria_beni",50565,"Teleostei","Siluriformes","Loricariidae",8,9.751341889,0.5354003,0.405431685,0,0
"Rineloricaria_castroi",50570,"Teleostei","Siluriformes","Loricariidae",16,8.65445758,0.487277327,0.299848343,0,0
"Rineloricaria_eigenmanni",50573,"Teleostei","Siluriformes","Loricariidae",10.2,10.48895953,0.603665381,0.381656588,0,0
"Rineloricaria_fallax",11328,"Teleostei","Siluriformes","Loricariidae",16,9.688332,0.538144,0.253807502,0,0
"Rineloricaria_formosa",50575,"Teleostei","Siluriformes","Loricariidae",15.2,11.73930631,0.577280181,0.329313817,0,0
"Rineloricaria_hasemani",50576,"Teleostei","Siluriformes","Loricariidae",14,8.951844743,0.526193483,0.266083199,0,0
"Rineloricaria_heteroptera",50578,"Teleostei","Siluriformes","Loricariidae",13.3,7.648153671,0.508323831,0.318892166,0,0
"Rineloricaria_lanceolata",50585,"Teleostei","Siluriformes","Loricariidae",12.3,9.958497326,0.512442745,0.347513476,0,0
"Rineloricaria_latirostris",50586,"Teleostei","Siluriformes","Loricariidae",36,6.433316481,0.682680317,0.198581755,0,0
